claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
ASSET-007,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=210,1,Celecoxib: indication=Active TED; target=COX-2; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: TERMINATED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: TERMINATED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,798,https://clinicaltrials.gov/study/NCT02845336,CANONICAL:pipeline_assets_v2.csv::asset=Celecoxib;row_sha256=bcb960c69c6ef55a7c81d83446576491e231486826994306dec66dd208b17afd,Frozen full protocol and posted-results record,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Celecoxib,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,133,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0181 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
ASSET-008,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=211,1,Cizutamig (CND106): indication=Autoantibody-mediated disease; relevance to GD/TED; target=BCMA×CD3; highest_stage=Phase 1; status=Early clinical; tier=Adjacent; evidence_confidence=Low.,complete_asset_inventory_row,Autoantibody-mediated disease; relevance to GD/TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 1 | Early clinical | Low,structured inventory fields,564; 645; 909,https://www.ucb.com/newsroom/press-releases/article/ucb-to-acquire-candid-therapeutics-building-upon-its-existing-immunology-pipeline-with-novel-t-cell-engagers; https://www.ucb.com/newsroom/press-releases/article/ucb-completes-acquisition-of-candid-therapeutics-strengthening-next-generation-immunology-pipeline; https://clinicaltrials.gov/study/NCT07597200,CANONICAL:pipeline_assets_v2.csv::asset=Cizutamig (CND106);row_sha256=968534098754e91f6f5b9a7644fdef6c3f4ead8dfd94918d7212059669aa823c,Retrieved web-source document block | Frozen full protocol record; no posted results at data cut,C1 sponsor primary | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Cizutamig (CND106),8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,134,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0105 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
ASSET-009,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=212,1,Efgartigimod PH20 SC: indication=Active moderate-to-severe TED; GD / autoimmune hyperthyroidism; target=FcRn; highest_stage=Highest registered phase: PHASE3; status=Registered statuses: TERMINATED; RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active moderate-to-severe TED; GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE3 | Registered statuses: TERMINATED; RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,857; 858; 906; 908,https://clinicaltrials.gov/study/NCT06307613; https://clinicaltrials.gov/study/NCT06307626; https://clinicaltrials.gov/study/NCT07570316; https://clinicaltrials.gov/study/NCT07596849,CANONICAL:pipeline_assets_v2.csv::asset=Efgartigimod PH20 SC;row_sha256=bf8fec70369352e74fd5a3601cab61988ddfe6c9a3dade8c06c921021a90c494,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Efgartigimod PH20 SC,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,135,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0144 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
ASSET-010,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=213,1,Felzartamab: indication=GD / autoimmune hyperthyroidism; target=CD38; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,918,https://clinicaltrials.gov/study/NCT07722546,CANONICAL:pipeline_assets_v2.csv::asset=Felzartamab;row_sha256=61edf6dd6c911afb98ef12c747fd9c7f13cbf523f6c6213ec752c8fe525d17d8,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Felzartamab,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,136,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0011 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
ASSET-011,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=214,1,GenSci098 / YB-101: indication=GD; target=TSHR; highest_stage=Phase 2; status=Active development; tier=Core; evidence_confidence=Moderate.,complete_asset_inventory_row,GD,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 2 | Active development | Moderate,structured inventory fields,541; 870; 897; 915,http://static.cninfo.com.cn/finalpage/2026-01-16/1224935532.PDF; https://clinicaltrials.gov/study/NCT06569758; https://clinicaltrials.gov/study/NCT07286656; https://clinicaltrials.gov/study/NCT07682896,CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;row_sha256=15084e27f6c75fa8ee24ae640744609c3a91e46bf44de578cf7803acc53a8fe7,Retrieved filing document block | Frozen full protocol record; no posted results at data cut,C1 corporate primary | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=GenSci098 / YB-101,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,137,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0034 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
ASSET-012,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=215,1,HN2301 in-vivo CAR-T: indication=GD / autoimmune hyperthyroidism; target=CD19/BCMA; highest_stage=Highest registered phase: EARLY_PHASE1; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: EARLY_PHASE1 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,900,https://clinicaltrials.gov/study/NCT07333677,CANONICAL:pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T;row_sha256=fb3ee05c1963ced19447552369b8fea5e188865ba7613a7a14e1d3fa02d0b25c,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=HN2301 in-vivo CAR-T,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,138,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0183 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
ASSET-013,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=216,1,Hydroxychloroquine: indication=Mild TED; target=Pleiotropic immune pathways; highest_stage=Highest registered phase: PHASE4; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Mild TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE4 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,828,https://clinicaltrials.gov/study/NCT05126147,CANONICAL:pipeline_assets_v2.csv::asset=Hydroxychloroquine;row_sha256=17f3b0852693dbb38a2d215b2f4e04ba5771c7aa69b78936cb1db9d361e57367,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Hydroxychloroquine,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,139,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0098 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
ASSET-014,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=217,1,IBI3031: indication=TED; target=IGF-1R and TSHR; highest_stage=Phase 1; status=Recruiting/early; tier=Core-adjacent; evidence_confidence=Low.,complete_asset_inventory_row,TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 1 | Recruiting/early | Low,structured inventory fields,619; 913,https://clinicaltrials.gov/api/v2/studies/NCT07622368; https://clinicaltrials.gov/study/NCT07622368,CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;row_sha256=2223939c18838bc09a67543e59661384d1c1950d99c136b0b5b96c277cd49340,Retrieved official JSON API record | Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=IBI3031,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,140,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0035 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
ASSET-015,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=218,1,"IBI311: indication=Active TED; Active moderate-to-severe TED; Chronic/inactive TED; TED, active and chronic/inactive cohorts; target=IGF-1R; highest_stage=Highest registered phase: PHASE4; status=Registered statuses: COMPLETED; RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).",complete_asset_inventory_row,"Active TED; Active moderate-to-severe TED; Chronic/inactive TED; TED, active and chronic/inactive cohorts",NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE4 | Registered statuses: COMPLETED; RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,842; 851; 856; 866; 883; 886; 887; 888,https://clinicaltrials.gov/study/NCT05795621; https://clinicaltrials.gov/study/NCT06126783; https://clinicaltrials.gov/study/NCT06269393; https://clinicaltrials.gov/study/NCT06525506; https://clinicaltrials.gov/study/NCT07113262; https://clinicaltrials.gov/study/NCT07152340; https://clinicaltrials.gov/study/NCT07152366; https://clinicaltrials.gov/study/NCT07152392,CANONICAL:pipeline_assets_v2.csv::asset=IBI311;row_sha256=89ff2ec837e001ca9f198e89b2e7e8898b5b53952bd79cda9abec2ebaa454798,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=IBI311,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,141,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0167 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
ASSET-016,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=219,1,IMVT-1402: indication=GD / autoimmune hyperthyroidism; target=FcRn; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: RECRUITING; ENROLLING_BY_INVITATION; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: RECRUITING; ENROLLING_BY_INVITATION | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,875; 882; 896,https://clinicaltrials.gov/study/NCT06727604; https://clinicaltrials.gov/study/NCT07018323; https://clinicaltrials.gov/study/NCT07286006,CANONICAL:pipeline_assets_v2.csv::asset=IMVT-1402;row_sha256=82db253cb9d50df59a60563b08f39b3974ad0e717a205f696b47c951982fd413,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=IMVT-1402,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,142,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0142 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
ASSET-017,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=220,1,Iscalimab (CFZ533): indication=GD / autoimmune hyperthyroidism; target=CD40; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: COMPLETED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: COMPLETED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,796,https://clinicaltrials.gov/study/NCT02713256,CANONICAL:pipeline_assets_v2.csv::asset=Iscalimab (CFZ533);row_sha256=803cc28c73323d18ef916c90a6fa75e9a6351d94ecea84ac2da0ea862542a4fb,Frozen full protocol and posted-results record,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Iscalimab (CFZ533),8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,143,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0056 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
