blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
133,BLIND-0133,BATCH-06,ASSET-019,complete_asset_inventory_row,support,support,"For Kamuvudine-9 (K9), every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=864 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Kamuvudine-9 (K9);row_sha256=dbc1f2ee16bfb083849112be766e41b6c1cb12e2da3a2ff1932b11ca324b0c14 | canonical=pipeline_assets_v2.csv::asset=Kamuvudine-9 (K9),PASS,NA (no correction required),864,CANONICAL:pipeline_assets_v2.csv::asset=Kamuvudine-9 (K9);row_sha256=dbc1f2ee16bfb083849112be766e41b6c1cb12e2da3a2ff1932b11ca324b0c14,pipeline_assets_v2.csv,asset=Kamuvudine-9 (K9),bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
134,BLIND-0134,BATCH-06,TRIAL-016-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT04737330, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=819 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04737330 | canonical=result_trial_curation_v2.csv::trial_id=NCT04737330; field=primary_interpretation,PASS,NA (no correction required),819,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04737330,result_trial_curation_v2.csv,trial_id=NCT04737330; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
135,BLIND-0135,BATCH-06,ASSET-006,complete_asset_inventory_row,support,support,"For BHV-1300, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=879; 914 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=BHV-1300;row_sha256=a1b7d1a81935a96a122ed0875220172305bb41bdafb966341db684e92bc2beb9 | canonical=pipeline_assets_v2.csv::asset=BHV-1300,PASS,NA (no correction required),879; 914,CANONICAL:pipeline_assets_v2.csv::asset=BHV-1300;row_sha256=a1b7d1a81935a96a122ed0875220172305bb41bdafb966341db684e92bc2beb9,pipeline_assets_v2.csv,asset=BHV-1300,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
136,BLIND-0136,BATCH-06,ASSET-026,complete_asset_inventory_row,support,support,"For Lu AG22515, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=868 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Lu AG22515;row_sha256=c6f63087e1a55e64581de484461c040703bf53ca8d0febf8732ec29b3e172d54 | canonical=pipeline_assets_v2.csv::asset=Lu AG22515,PASS,NA (no correction required),868,CANONICAL:pipeline_assets_v2.csv::asset=Lu AG22515;row_sha256=c6f63087e1a55e64581de484461c040703bf53ca8d0febf8732ec29b3e172d54,pipeline_assets_v2.csv,asset=Lu AG22515,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
137,BLIND-0137,BATCH-06,REG-KR-TEPEZZA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-KR-TED-TEPEZZA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=746 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA; field=reimbursement_access,PASS,NA (no correction required),746,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-KR-TED-TEPEZZA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
138,BLIND-0138,BATCH-06,DOC-CONTROL-003,internal_document_control,support,support,"Verified the frozen plan2.md control anchor and hash for analysis boundary; this is a release-control statement, not an external clinical claim.",sources=NA (internal canonical evidence) | exact_anchors=INTERNAL_PLAN:plan2.md::frozen-contract::analysis boundary | canonical=plan2.md::frozen-contract::analysis boundary,PASS,NA (no correction required),NA (internal canonical evidence),INTERNAL_PLAN:plan2.md::frozen-contract::analysis boundary,plan2.md,frozen-contract::analysis boundary,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
139,BLIND-0139,BATCH-06,ASSET-033,complete_asset_inventory_row,support,support,"For Rituximab, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=755; 760; 762; 791 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Rituximab;row_sha256=b2be0b0a5c4cd86e163afb76ee491438d68f6fe12529c3f7a6c5efc00a449999 | canonical=pipeline_assets_v2.csv::asset=Rituximab,PASS,NA (no correction required),755; 760; 762; 791,CANONICAL:pipeline_assets_v2.csv::asset=Rituximab;row_sha256=b2be0b0a5c4cd86e163afb76ee491438d68f6fe12529c3f7a6c5efc00a449999,pipeline_assets_v2.csv,asset=Rituximab,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
140,BLIND-0140,BATCH-06,ASSET-038,complete_asset_inventory_row,support,support,"For Sirolimus (rapamycin), every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=818; 822; 839 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Sirolimus (rapamycin);row_sha256=53e7d3b8bd9b5ddf7253c6405d23765e9250c9ba1fb4afebbe3619e82dd9ab6f | canonical=pipeline_assets_v2.csv::asset=Sirolimus (rapamycin),PASS,NA (no correction required),818; 822; 839,CANONICAL:pipeline_assets_v2.csv::asset=Sirolimus (rapamycin);row_sha256=53e7d3b8bd9b5ddf7253c6405d23765e9250c9ba1fb4afebbe3619e82dd9ab6f,pipeline_assets_v2.csv,asset=Sirolimus (rapamycin),bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
141,BLIND-0141,BATCH-06,ASSET-046,complete_asset_inventory_row,support,support,"For VRDN-003, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=871; 872; 877; 889; 891 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=VRDN-003;row_sha256=d1992a3af28d79aee6cdac2e67c7c62748e60c641ad556f2c23dd39fd14e98db | canonical=pipeline_assets_v2.csv::asset=VRDN-003,PASS,NA (no correction required),871; 872; 877; 889; 891,CANONICAL:pipeline_assets_v2.csv::asset=VRDN-003;row_sha256=d1992a3af28d79aee6cdac2e67c7c62748e60c641ad556f2c23dd39fd14e98db,pipeline_assets_v2.csv,asset=VRDN-003,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
142,BLIND-0142,BATCH-06,ASSET-016,complete_asset_inventory_row,support,support,"For IMVT-1402, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=875; 882; 896 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=IMVT-1402;row_sha256=82db253cb9d50df59a60563b08f39b3974ad0e717a205f696b47c951982fd413 | canonical=pipeline_assets_v2.csv::asset=IMVT-1402,PASS,NA (no correction required),875; 882; 896,CANONICAL:pipeline_assets_v2.csv::asset=IMVT-1402;row_sha256=82db253cb9d50df59a60563b08f39b3974ad0e717a205f696b47c951982fd413,pipeline_assets_v2.csv,asset=IMVT-1402,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
143,BLIND-0143,BATCH-06,DIRECT-OTHER-01,direct_program_inventory_status,support,support,"For GenSci098 / YB-101, target, highest stage, status, and trial linkage matched the canonical asset row and resolved source/registry mappings; no efficacy inference was added.","sources=541; 870; 897; 915 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;fields=target,highest_stage,status,trial_ids | canonical=pipeline_assets_v2.csv::asset=GenSci098 / YB-101",PASS,NA (no correction required),541; 870; 897; 915,"CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;fields=target,highest_stage,status,trial_ids",pipeline_assets_v2.csv,asset=GenSci098 / YB-101,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
144,BLIND-0144,BATCH-06,ASSET-009,complete_asset_inventory_row,support,support,"For Efgartigimod PH20 SC, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=857; 858; 906; 908 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Efgartigimod PH20 SC;row_sha256=bf8fec70369352e74fd5a3601cab61988ddfe6c9a3dade8c06c921021a90c494 | canonical=pipeline_assets_v2.csv::asset=Efgartigimod PH20 SC,PASS,NA (no correction required),857; 858; 906; 908,CANONICAL:pipeline_assets_v2.csv::asset=Efgartigimod PH20 SC;row_sha256=bf8fec70369352e74fd5a3601cab61988ddfe6c9a3dade8c06c921021a90c494,pipeline_assets_v2.csv,asset=Efgartigimod PH20 SC,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
145,BLIND-0145,BATCH-06,TRIAL-017-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT05176639, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=829 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639 | canonical=result_trial_curation_v2.csv::trial_id=NCT05176639; field=primary_interpretation,PASS,NA (no correction required),829,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639,result_trial_curation_v2.csv,trial_id=NCT05176639; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
146,BLIND-0146,BATCH-06,REG-US-TEPEZZA-AUTH,regional_authorization_status,support,support,"For SOC-US-TED-TEPEZZA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=728 | exact_anchors=SOURCE_ANCHOR:US-TEPEZZA-LABEL-INDICATION; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-TEPEZZA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-US-TED-TEPEZZA; field=authorization_status_scope,PASS,NA (no correction required),728,SOURCE_ANCHOR:US-TEPEZZA-LABEL-INDICATION; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-TEPEZZA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-US-TED-TEPEZZA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
147,BLIND-0147,BATCH-06,ASSET-003,complete_asset_inventory_row,support,support,"For AMG 732, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=862; 903 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=AMG 732;row_sha256=6addc9644414ce322c1e98c0d98074d56a7bb15721410a3775c44b4ae297aa12 | canonical=pipeline_assets_v2.csv::asset=AMG 732,PASS,NA (no correction required),862; 903,CANONICAL:pipeline_assets_v2.csv::asset=AMG 732;row_sha256=6addc9644414ce322c1e98c0d98074d56a7bb15721410a3775c44b4ae297aa12,pipeline_assets_v2.csv,asset=AMG 732,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
148,BLIND-0148,BATCH-06,METHOD-013,internal_status_count,support,support,Recounted the status-specific trial subset as 2; claim text/value and frozen clinical-trial artifact hash matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=overall_status | value=ENROLLING_BY_INVITATION | canonical=clinical_trials_v2.csv::field=overall_status; value=ENROLLING_BY_INVITATION,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=overall_status | value=ENROLLING_BY_INVITATION,clinical_trials_v2.csv,field=overall_status; value=ENROLLING_BY_INVITATION,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
149,BLIND-0149,BATCH-06,DIRECT-MER-PHASE-STATUS,direct_program_mechanism_or_status,support,support,"The NEXUS title/status/age/purpose anchors support placebo control, first-in-human Phase 1, IV/SC SAD/MAD, adults 18–55 with GD, and recruiting status; no outcome is inferred.",sources=7; 898 | exact_anchors=DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE; DIRECT_ANCHOR:MER511-NEXUS-RECRUITING; DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE; DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD | canonical=claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE;DIRECT_ANCHOR:MER511-NEXUS-RECRUITING;DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE;DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD,PASS,NA (no correction required),7; 898,DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE; DIRECT_ANCHOR:MER511-NEXUS-RECRUITING; DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE; DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE;DIRECT_ANCHOR:MER511-NEXUS-RECRUITING;DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE;DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
150,BLIND-0150,BATCH-06,TRIAL-004-EFFICACY,trial_efficacy_result,support,support,"For NCT01868997, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=780 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01868997 | canonical=result_trial_curation_v2.csv::trial_id=NCT01868997; field=efficacy,PASS,NA (no correction required),780,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01868997,result_trial_curation_v2.csv,trial_id=NCT01868997; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
151,BLIND-0151,BATCH-07,TRIAL-014-EFFICACY,trial_efficacy_result,support,support,"For NCT03938545, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=813 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03938545 | canonical=result_trial_curation_v2.csv::trial_id=NCT03938545; field=efficacy,PASS,NA (no correction required),813,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03938545,result_trial_curation_v2.csv,trial_id=NCT03938545; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
152,BLIND-0152,BATCH-07,SOC-CONFLICT-NICE,source_timing_disclosure,support,support,"Exact NICE anchors state expected publication TBC, status In progress, a provisional 08–29 September 2026 consultation and 05 January 2027 committee meeting, and that the draft is not final guidance.","sources=732; 733 | exact_anchors=SOURCE_ANCHOR:UK-NICE-TEPEZZA-EXPECTED-DATE-TBC; SOURCE_ANCHOR:UK-NICE-TEPEZZA-IN-PROGRESS; SOURCE_ANCHOR:UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE; SOURCE_ANCHOR:UK-NICE-TEPEZZA-DRAFT-NOT-FINAL | canonical=source_anchors_v2.csv::anchors=UK-NICE-TEPEZZA-EXPECTED-DATE-TBC,UK-NICE-TEPEZZA-IN-PROGRESS,UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE,UK-NICE-TEPEZZA-DRAFT-NOT-FINAL",PASS,NA (provisional status retained; NHS access remains unresolved),732; 733,SOURCE_ANCHOR:UK-NICE-TEPEZZA-EXPECTED-DATE-TBC; SOURCE_ANCHOR:UK-NICE-TEPEZZA-IN-PROGRESS; SOURCE_ANCHOR:UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE; SOURCE_ANCHOR:UK-NICE-TEPEZZA-DRAFT-NOT-FINAL,source_anchors_v2.csv,"anchors=UK-NICE-TEPEZZA-EXPECTED-DATE-TBC,UK-NICE-TEPEZZA-IN-PROGRESS,UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE,UK-NICE-TEPEZZA-DRAFT-NOT-FINAL",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
